name	score	s1	s2
details_sam	0.85042715	3_wt3f	10_wt7m
details_sam	0.9096385	fig1_day16_kms26_libcbe_rep1_2	fig3_day01_snu216_libcbe_rep1
details_sam	0.9155215	fig3_day16_pc14_libcbe_rep2	fig3_day01_snu216_libcbe_rep1
details_sam	0.92876726	fig3_day16_pc14_libcbe_rep2	fig1_day16_kms26_libcbe_rep1_2
details_sam	0.90387094	chauhan52-fmbc-1a-its1-its2	chauhan84-fmbs-b2c-its1-its2
details_sam	0.91136026	fig2_day01_kms26_libcbe_part2_rep2	fig3_day01_snu216_libcbe_rep1
details_sam	0.9663906	fig2_day01_kms26_libcbe_part2_rep2	fig1_day16_kms26_libcbe_rep1_2
details_sam	0.91779137	fig2_day01_kms26_libcbe_part2_rep2	fig3_day16_pc14_libcbe_rep2
details_sam	0.93418175	bl_jar_a_ebdna_6_months	mb_jar_a_ebdna_3_months
details_sam	0.8888804	fig3_day01_kms34_libabe_rep1	fig3_day01_snu216_libcbe_rep1
details_sam	0.9167793	fig3_day01_kms34_libabe_rep1	fig1_day16_kms26_libcbe_rep1_2
details_sam	0.8787515	fig3_day01_kms34_libabe_rep1	fig3_day16_pc14_libcbe_rep2
details_sam	0.90172553	fig3_day01_kms34_libabe_rep1	fig2_day01_kms26_libcbe_part2_rep2
details_sam	0.98220766	perch gut microbe sample from final sampling treatment final3_3	perch gut microbe sample from final sampling treatment final10_2
details_sam	0.88248646	250_bac	74_bac
details_sam	0.9923074	perch gut microbe sample from final sampling treatment final18_2	perch gut microbe sample from final sampling treatment final10_2
details_sam	0.97924685	perch gut microbe sample from final sampling treatment final18_2	perch gut microbe sample from final sampling treatment final3_3
details_sam	0.94777095	fig3_day01_uacc257_libcbe_rep1	fig3_day01_snu216_libcbe_rep1
details_sam	0.9140471	fig3_day01_uacc257_libcbe_rep1	fig1_day16_kms26_libcbe_rep1_2
details_sam	0.9275641	fig3_day01_uacc257_libcbe_rep1	fig3_day16_pc14_libcbe_rep2
details_sam	0.9063127	fig3_day01_uacc257_libcbe_rep1	fig2_day01_kms26_libcbe_part2_rep2
details_sam	0.8887939	fig3_day01_uacc257_libcbe_rep1	fig3_day01_kms34_libabe_rep1
details_sam	0.92541665	fig3_day16_sudhl5_libcbe_rep2	fig3_day01_snu216_libcbe_rep1
details_sam	0.91849494	fig3_day16_sudhl5_libcbe_rep2	fig1_day16_kms26_libcbe_rep1_2
details_sam	0.9200629	fig3_day16_sudhl5_libcbe_rep2	fig3_day16_pc14_libcbe_rep2
details_sam	0.9016075	fig3_day16_sudhl5_libcbe_rep2	fig2_day01_kms26_libcbe_part2_rep2
details_sam	0.8598163	fig3_day16_sudhl5_libcbe_rep2	fig3_day01_kms34_libabe_rep1
details_sam	0.9266002	fig3_day16_sudhl5_libcbe_rep2	fig3_day01_uacc257_libcbe_rep1
details_sam	0.9258275	miseq_of_fish_tissue _mucus_flag_cichlid_bws1_fish_id _61	miseq_of_fish_tissue _mucus_flag_cichlid_catalao_fish_id _7
details_sam	0.89652604	fig2_day16_pc14_libcbe_part1_rep1	fig3_day01_snu216_libcbe_rep1
