name	score	s1	s2
comments_sam	0.86005235	s085	s073
comments_sam	0.8617133	s043	s073
comments_sam	0.87691295	s043	s052
comments_sam	0.9184233	dna59	dna58
comments_sam	0.90257645	s058	s052
comments_sam	0.86524755	s058	s085
comments_sam	0.8847177	s058	s043
comments_sam	0.9500725	still bleeding so no vaginal swabs/ph	still bleeding so no vaginal swabs
comments_sam	0.8718718	dna87	dna89
comments_sam	0.9116216	dna9	dna8
comments_sam	0.8730129	s032	s043
comments_sam	0.8553824	s032	s058
comments_sam	0.856482	dna149	dna152
comments_sam	0.91568726	dna57	dna58
comments_sam	0.8795686	dna57	dna59
comments_sam	0.85833585	dna57	dna54
comments_sam	0.86819386	dna147	dna149
comments_sam	0.8861197	s066	s073
comments_sam	0.8784285	s066	s085
comments_sam	0.8767085	s066	s058
comments_sam	0.8642322	dna90	dna89
comments_sam	0.9430387	control of cre/cas9/chd2 crrna/tracrrna/rad51-injected-1	control of cre/cas9/chd2 crrna/tracrrna-injected-2
comments_sam	0.8800776	baseline-active humanised mouse sample number biological replicate number	remission-responder humanised mouse sample number biological replicate number
comments_sam	0.88384545	s019	s085
comments_sam	0.8500178	s019	s009
comments_sam	0.851947	s019	s066
comments_sam	0.8674282	s024	s085
comments_sam	0.8586625	s024	s043
comments_sam	0.8987483	s024	s032
comments_sam	0.9115784	s024	s019
comments_sam	0.9345397	relapse-non-responder humanised mouse sample number biological replicate number	remission-responder humanised mouse sample number biological replicate number
comments_sam	0.8806062	relapse-non-responder humanised mouse sample number biological replicate number	baseline-active humanised mouse sample number biological replicate number
comments_sam	0.8582003	relapse-non-responder humanised mouse sample number biological replicate number	relapse-non-responder sample number technical replicate number
comments_sam	0.86657864	dna72	dna74
comments_sam	0.8897339	s079	s073
comments_sam	0.8504528	s079	s052
comments_sam	0.88971907	s079	s085
comments_sam	0.8718074	s079	s058
comments_sam	0.85920835	s079	s032
comments_sam	0.8613029	s079	s009
comments_sam	0.85955167	s079	s019
comments_sam	0.86040425	s079	s024
comments_sam	0.85577095	dna136	dna138
comments_sam	0.99794936	merge technical replicates following strategy https //github.com/uhkniazi/brc_blaschkoidpsoriasis_alex_pid_22/blob/d85003bc0499a1b7345f3c90b6bb559bd9f0e2ba/10_deanalysis.r l64	merge technical replicates following strategy https //github.com/uhkniazi/brc_blaschkoidpsoriasis_alex_pid_22/blob/d85003bc0499a1b7345f3c90b6bb559bd9f0e2ba/10_deanalysis.r l50
comments_sam	0.8517661	s038	s073
comments_sam	0.8738528	s038	s085
comments_sam	0.90482867	s038	s043
comments_sam	0.8807965	s038	s058
comments_sam	0.89155227	s038	s032
comments_sam	0.8672251	s038	s066
comments_sam	0.90192807	s038	s019
comments_sam	0.8933989	s038	s024
comments_sam	0.8616799	s038	s079
comments_sam	0.857235	s064	s073
comments_sam	0.8689145	s064	s085
comments_sam	0.85618377	s064	s043
comments_sam	0.89976066	s064	s058
comments_sam	0.92770547	s064	s066
comments_sam	0.8522037	s064	s024
comments_sam	0.8669841	s064	s038
comments_sam	0.86457765	dna169	dna164
comments_sam	0.8660059	dna66	dna69
comments_sam	0.8794	s065	s073
comments_sam	0.8784132	s065	s085
comments_sam	0.8765266	s065	s058
comments_sam	0.9434414	s065	s066
comments_sam	0.85685194	s065	s019
comments_sam	0.86944044	s065	s079
comments_sam	0.85922444	s065	s038
comments_sam	0.9355812	s065	s064
comments_sam	0.9264636	s076	s073
comments_sam	0.88666433	s076	s085
comments_sam	0.8836951	s076	s066
comments_sam	0.8512763	s076	s024
comments_sam	0.93523514	s076	s079
comments_sam	0.86042935	s076	s038
comments_sam	0.8676071	s076	s064
comments_sam	0.8831037	s076	s065
comments_sam	0.85969716	dna192	dna196
comments_sam	0.8592113	dna192	dna189
comments_sam	0.9598897	tape worm on liver	liver tape worm
comments_sam	0.8847065	dna156	dna157
comments_sam	0.879964	s084	s073
comments_sam	0.94920915	s084	s085
comments_sam	0.856377	s084	s043
comments_sam	0.8613981	s084	s058
comments_sam	0.85361874	s084	s032
comments_sam	0.8660587	s084	s066
comments_sam	0.8581911	s084	s019
comments_sam	0.88213253	s084	s024
comments_sam	0.90526307	s084	s079
comments_sam	0.8538381	s084	s038
comments_sam	0.8827832	s084	s064
comments_sam	0.8791323	s084	s065
comments_sam	0.8938121	s084	s076
comments_sam	0.8576076	dna24	dna26
comments_sam	0.86308396	dna170	dna164
comments_sam	0.86664164	dna170	dna169
comments_sam	0.85653234	still bleeding so unable to take vaginal swabs and ph	still bleeding so no vaginal swabs
comments_sam	0.8826306	still bleeding so unable to take vaginal swabs and ph	still bleeding so no vaginal swabs/ph
comments_sam	0.85329705	dna171	dna192
comments_sam	0.88383937	dna171	dna170
comments_sam	0.8524358	given erythromycin	given pcm and erythromycin
comments_sam	0.85856426	worm on liver	tape worm on liver
comments_sam	0.859036	s014	s085
comments_sam	0.86255825	s014	s043
comments_sam	0.85160387	s014	s058
comments_sam	0.85513705	s014	s032
comments_sam	0.8837199	s014	s019
comments_sam	0.87907976	s014	s024
comments_sam	0.8718854	s014	s038
comments_sam	0.95917475	negative3	negative2
comments_sam	0.98128253	worm on swim bladder	worm in swim bladder
comments_sam	0.86098146	erythromycin	given erythromycin
comments_sam	0.85457724	dna110	dna105
comments_sam	0.99896276	merge technical replicates following strategy https //github.com/uhkniazi/brc_blaschkoidpsoriasis_alex_pid_22/blob/d85003bc0499a1b7345f3c90b6bb559bd9f0e2ba/10_deanalysis.r l54	merge technical replicates following strategy https //github.com/uhkniazi/brc_blaschkoidpsoriasis_alex_pid_22/blob/d85003bc0499a1b7345f3c90b6bb559bd9f0e2ba/10_deanalysis.r l50
comments_sam	0.9992908	merge technical replicates following strategy https //github.com/uhkniazi/brc_blaschkoidpsoriasis_alex_pid_22/blob/d85003bc0499a1b7345f3c90b6bb559bd9f0e2ba/10_deanalysis.r l54	merge technical replicates following strategy https //github.com/uhkniazi/brc_blaschkoidpsoriasis_alex_pid_22/blob/d85003bc0499a1b7345f3c90b6bb559bd9f0e2ba/10_deanalysis.r l64
comments_sam	0.9062623	dna39	dna40
comments_sam	0.8596287	s062	s073
comments_sam	0.873211	s062	s052
comments_sam	0.8569751	s062	s043
comments_sam	0.9109101	s062	s058
comments_sam	0.89626205	s062	s066
comments_sam	0.85251904	s062	s038
comments_sam	0.93494713	s062	s064
comments_sam	0.9130645	s062	s065
comments_sam	0.8663332	dna97	dna99
comments_sam	0.851887	healthy	not healthy
comments_sam	0.9103105	dna25	dna26
comments_sam	0.89281344	dna25	dna24
comments_sam	0.95104563	negative1	negative2
comments_sam	0.931461	negative1	negative3
comments_sam	0.90060925	s049	s052
comments_sam	0.8606635	s049	s085
comments_sam	0.89633757	s049	s043
comments_sam	0.9031528	s049	s058
comments_sam	0.8648635	s049	s032
comments_sam	0.8532251	s049	s019
comments_sam	0.89426816	s049	s079
comments_sam	0.85861623	s049	s038
comments_sam	0.8569857	s049	s064
comments_sam	0.85931456	s049	s065
