attr	score	s1	s2
experimental_factor__strain_exp	0.76228	w	129s2/svpas x 129s8 x c57bl/6j
experimental_factor__strain_exp	0.7965741	vgn x dgrp number	number
experimental_factor__strain_exp	0.779011	vgn x dgrp number	129s2/svpas x 129s8 x c57bl/6j
experimental_factor__strain_exp	1.0	lohmann brown-classic	lohmann lsl-classic
experimental_factor__strain_exp	1.0000001	c57bl6 x balb/c	129s2/svpas x 129s8 x c57bl/6j
experimental_factor__strain_exp	0.76228005	c57bl6 x balb/c	w
experimental_factor__strain_exp	0.7790111	c57bl6 x balb/c	vgn x dgrp number
experimental_factor__strain_exp	0.84398496	w12 clone d2	w12 clone h
experimental_factor__strain_exp	0.82944226	lmg number	atcc number
experimental_factor__strain_exp	0.7556363	lmg number	number
experimental_factor__strain_exp	0.79307187	lmg number	vgn x dgrp number
experimental_factor__strain_exp	0.7228386	em2+end2+r2 embryo endosperm root of ki11	germ free c56bl/6
experimental_factor__strain_exp	0.8708698	em2+end2+r2 embryo endosperm root of ki11	em3+end3+r3 embryo endosperm root of male b73x female ki11
experimental_factor__strain_exp	0.9075715	lens culinaris subsp orientalis	lens culinaris subsp culinaris
experimental_factor__strain_exp	0.9999998	by4741 mata his3∆1 leu2∆0 met15∆0 ura3∆ caura3∆ xrn1∆nls1/2-flag	by4741 mata his3∆1 leu2∆0 met15∆0 ura3∆ caura3∆ :xrn1∆nls1/2-flag-6his
experimental_factor__strain_exp	0.72667927	yorkshire terrier	west highland white terrier
experimental_factor__strain_exp	0.75387144	specific pathogen free c56bl/6	germ free c56bl/6
experimental_factor__strain_exp	0.7354652	adaptor number	number
experimental_factor__strain_exp	0.73398745	adaptor number	vgn x dgrp number
experimental_factor__strain_exp	0.7069678	adaptor number	lmg number
experimental_factor__strain_exp	1.0000001	by derivative mjy1171	by derivative mjy1173
experimental_factor__strain_exp	0.71800184	by gpa1-by ste20	number
experimental_factor__strain_exp	0.7768062	by gpa1-by ste20	by derivative mjy1173
