attr	score	s1	s2
mlst__scheme_sam	0.7893276	achtman mlst number	oxford mlst number
mlst__scheme_sam	0.93646824	oxford mlst n\m	oxford mlst number
mlst__scheme_sam	0.7269796	st1809 or st451 multiple perfect hits oxford st2 pasteur	st218 oxford st2 pasteur
mlst__scheme_sam	0.7888704	st2 pasteur	st218 oxford st2 pasteur
mlst__scheme_sam	0.9764303	st208 and st1806 oxford st2 pasteur	st218 oxford st2 pasteur
mlst__scheme_sam	0.76991564	st208 and st1806 oxford st2 pasteur	st1809 or st451 multiple perfect hits oxford st2 pasteur
mlst__scheme_sam	0.7528982	st208 and st1806 oxford st2 pasteur	st2 pasteur
mlst__scheme_sam	0.9764303	st1806 and st208 oxford st2 pasteur	st218 oxford st2 pasteur
mlst__scheme_sam	0.76991564	st1806 and st208 oxford st2 pasteur	st1809 or st451 multiple perfect hits oxford st2 pasteur
mlst__scheme_sam	0.7528982	st1806 and st208 oxford st2 pasteur	st2 pasteur
mlst__scheme_sam	0.9999999	st1806 and st208 oxford st2 pasteur	st208 and st1806 oxford st2 pasteur
mlst__scheme_sam	0.7269796	st208 or st1806 multiple perfect hits oxford st2 pasteur	st218 oxford st2 pasteur
mlst__scheme_sam	0.9999999	st208 or st1806 multiple perfect hits oxford st2 pasteur	st1809 or st451 multiple perfect hits oxford st2 pasteur
mlst__scheme_sam	0.76991564	st208 or st1806 multiple perfect hits oxford st2 pasteur	st208 and st1806 oxford st2 pasteur
mlst__scheme_sam	0.76991564	st208 or st1806 multiple perfect hits oxford st2 pasteur	st1806 and st208 oxford st2 pasteur
mlst__scheme_sam	1.0	st224 ec number st479 ec number	st405 ec number st477 ec number
mlst__scheme_sam	0.9999998	novel	novel 29,14,3 ~15,7,1,9
mlst__scheme_sam	0.8531343	st1670 number novel number	number
mlst__scheme_sam	0.9999997	novel 10,11 ~684,8,8,8,2	novel 29,14,3 ~15,7,1,9
mlst__scheme_sam	0.9999998	novel 10,11 ~684,8,8,8,2	novel
mlst__scheme_sam	0.7269796	st281 or st1839 multiple perfect hits oxford st2 pasteur	st218 oxford st2 pasteur
mlst__scheme_sam	0.9999999	st281 or st1839 multiple perfect hits oxford st2 pasteur	st1809 or st451 multiple perfect hits oxford st2 pasteur
mlst__scheme_sam	0.76991564	st281 or st1839 multiple perfect hits oxford st2 pasteur	st208 and st1806 oxford st2 pasteur
mlst__scheme_sam	0.76991564	st281 or st1839 multiple perfect hits oxford st2 pasteur	st1806 and st208 oxford st2 pasteur
mlst__scheme_sam	0.9999999	st281 or st1839 multiple perfect hits oxford st2 pasteur	st208 or st1806 multiple perfect hits oxford st2 pasteur
mlst__scheme_sam	0.7311502	oxford missing gene coverage st2 pasteur	st218 oxford st2 pasteur
mlst__scheme_sam	0.7638441	oxford missing gene coverage st2 pasteur	st1809 or st451 multiple perfect hits oxford st2 pasteur
mlst__scheme_sam	0.7539913	oxford missing gene coverage st2 pasteur	st208 and st1806 oxford st2 pasteur
mlst__scheme_sam	0.7539913	oxford missing gene coverage st2 pasteur	st1806 and st208 oxford st2 pasteur
mlst__scheme_sam	0.7638441	oxford missing gene coverage st2 pasteur	st208 or st1806 multiple perfect hits oxford st2 pasteur
mlst__scheme_sam	0.7638441	oxford missing gene coverage st2 pasteur	st281 or st1839 multiple perfect hits oxford st2 pasteur
mlst__scheme_sam	1.0	st73 ec number st4 ec number	st405 ec number st477 ec number
mlst__scheme_sam	1.0	st73 ec number st4 ec number	st224 ec number st479 ec number
mlst__scheme_sam	0.9999996	st348 oxford st2 pasteur	st218 oxford st2 pasteur
mlst__scheme_sam	0.7269796	st348 oxford st2 pasteur	st1809 or st451 multiple perfect hits oxford st2 pasteur
mlst__scheme_sam	0.7888704	st348 oxford st2 pasteur	st2 pasteur
mlst__scheme_sam	0.9764303	st348 oxford st2 pasteur	st208 and st1806 oxford st2 pasteur
mlst__scheme_sam	0.9764303	st348 oxford st2 pasteur	st1806 and st208 oxford st2 pasteur
mlst__scheme_sam	0.7269796	st348 oxford st2 pasteur	st208 or st1806 multiple perfect hits oxford st2 pasteur
mlst__scheme_sam	0.7269796	st348 oxford st2 pasteur	st281 or st1839 multiple perfect hits oxford st2 pasteur
mlst__scheme_sam	0.7311502	st348 oxford st2 pasteur	oxford missing gene coverage st2 pasteur
mlst__scheme_sam	0.8959106	novel oxford st734 pasteur	st218 oxford st2 pasteur
mlst__scheme_sam	0.71276164	novel oxford st734 pasteur	st1809 or st451 multiple perfect hits oxford st2 pasteur
mlst__scheme_sam	0.7176934	novel oxford st734 pasteur	st2 pasteur
mlst__scheme_sam	0.88920206	novel oxford st734 pasteur	st208 and st1806 oxford st2 pasteur
mlst__scheme_sam	0.88920206	novel oxford st734 pasteur	st1806 and st208 oxford st2 pasteur
mlst__scheme_sam	0.71276164	novel oxford st734 pasteur	st208 or st1806 multiple perfect hits oxford st2 pasteur
mlst__scheme_sam	0.71276164	novel oxford st734 pasteur	st281 or st1839 multiple perfect hits oxford st2 pasteur
mlst__scheme_sam	0.704236	novel oxford st734 pasteur	oxford missing gene coverage st2 pasteur
mlst__scheme_sam	0.8959106	novel oxford st734 pasteur	st348 oxford st2 pasteur
mlst__scheme_sam	0.92752296	achtman mlst	achtman mlst number
mlst__scheme_sam	0.823156	novel number ,173 ,233 ,257 ,217 ,11,129	novel 29,14,3 ~15,7,1,9
mlst__scheme_sam	0.823156	novel number ,173 ,233 ,257 ,217 ,11,129	novel
mlst__scheme_sam	0.9545024	novel number ,173 ,233 ,257 ,217 ,11,129	st1670 number novel number
mlst__scheme_sam	0.823156	novel number ,173 ,233 ,257 ,217 ,11,129	novel 10,11 ~684,8,8,8,2
mlst__scheme_sam	0.75634223	pasteur mlst number	oxford mlst number
mlst__scheme_sam	0.7744063	pasteur mlst number	achtman mlst number
mlst__scheme_sam	0.73049486	pasteur mlst number	st2 pasteur
mlst__scheme_sam	0.9999996	st1736 oxford st734 pasteur	st218 oxford st2 pasteur
mlst__scheme_sam	0.7269796	st1736 oxford st734 pasteur	st1809 or st451 multiple perfect hits oxford st2 pasteur
mlst__scheme_sam	0.7888704	st1736 oxford st734 pasteur	st2 pasteur
mlst__scheme_sam	0.9764303	st1736 oxford st734 pasteur	st208 and st1806 oxford st2 pasteur
mlst__scheme_sam	0.9764303	st1736 oxford st734 pasteur	st1806 and st208 oxford st2 pasteur
mlst__scheme_sam	0.7269796	st1736 oxford st734 pasteur	st208 or st1806 multiple perfect hits oxford st2 pasteur
mlst__scheme_sam	0.7269796	st1736 oxford st734 pasteur	st281 or st1839 multiple perfect hits oxford st2 pasteur
mlst__scheme_sam	0.7311502	st1736 oxford st734 pasteur	oxford missing gene coverage st2 pasteur
mlst__scheme_sam	0.9999996	st1736 oxford st734 pasteur	st348 oxford st2 pasteur
mlst__scheme_sam	0.8959106	st1736 oxford st734 pasteur	novel oxford st734 pasteur
mlst__scheme_sam	0.9999997	novel 49,20,19,44 -,24,32	novel 29,14,3 ~15,7,1,9
mlst__scheme_sam	0.9999998	novel 49,20,19,44 -,24,32	novel
mlst__scheme_sam	0.9999997	novel 49,20,19,44 -,24,32	novel 10,11 ~684,8,8,8,2
mlst__scheme_sam	0.823156	novel 49,20,19,44 -,24,32	novel number ,173 ,233 ,257 ,217 ,11,129
mlst__scheme_sam	0.7269796	st1857 or st345 multiple perfect hits oxford st499 pasteur	st218 oxford st2 pasteur
